NAME	TITLE	SCORE	
ZNF736	zinc finger protein 736 [Source:HGNC Symbol;Acc:HGNC:32467]	3.0618683E-6	
CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	3.0611186E-6	
ZNF566	zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]	3.0586373E-6	
PCYT1B	phosphate cytidylyltransferase 1B, choline [Source:HGNC Symbol;Acc:HGNC:8755]	3.057989E-6	
EXO1	exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]	3.0557624E-6	
DHTKD1	dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]	3.055442E-6	
BZW1P2	basic leucine zipper and W2 domains 1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33954]	3.0547615E-6	
CHROMR	cholesterol induced regulator of metabolism RNA [Source:HGNC Symbol;Acc:HGNC:54059]	3.0537096E-6	
NDUFB10	NADH:ubiquinone oxidoreductase subunit B10 [Source:HGNC Symbol;Acc:HGNC:7696]	3.0529561E-6	
RASD1	ras related dexamethasone induced 1 [Source:HGNC Symbol;Acc:HGNC:15828]	3.0529197E-6	
BORA	BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724]	3.0525664E-6	
CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	3.0519093E-6	
AFG3L2P1	AFG3L2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:24169]	3.0517792E-6	
IL16	interleukin 16 [Source:HGNC Symbol;Acc:HGNC:5980]	3.0515719E-6	
PRR7	proline rich 7, synaptic [Source:HGNC Symbol;Acc:HGNC:28130]	3.0512945E-6	
CRCP	CGRP receptor component [Source:HGNC Symbol;Acc:HGNC:17888]	3.050139E-6	
DET1	DET1 partner of COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:25477]	3.0485849E-6	
SVIL2P	supervillin family member 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:44959]	3.0466576E-6	
GNAQ	G protein subunit alpha q [Source:HGNC Symbol;Acc:HGNC:4390]	3.0457466E-6	
POMK	protein O-mannose kinase [Source:HGNC Symbol;Acc:HGNC:26267]	3.0407537E-6	
PPP1R35	protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]	3.0403203E-6	
RBP5	retinol binding protein 5 [Source:HGNC Symbol;Acc:HGNC:15847]	3.0399453E-6	
ZNF665	zinc finger protein 665 [Source:HGNC Symbol;Acc:HGNC:25885]	3.039203E-6	
KIF27	kinesin family member 27 [Source:HGNC Symbol;Acc:HGNC:18632]	3.0372191E-6	
RYBP	RING1 and YY1 binding protein [Source:HGNC Symbol;Acc:HGNC:10480]	3.035459E-6	
SPART	spartin [Source:HGNC Symbol;Acc:HGNC:18514]	3.0345407E-6	
MOK	MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]	3.0343567E-6	
TMEM101	transmembrane protein 101 [Source:HGNC Symbol;Acc:HGNC:28653]	3.0321082E-6	
LAPTM5	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	3.0286317E-6	
FMO5	flavin containing dimethylaniline monoxygenase 5 [Source:HGNC Symbol;Acc:HGNC:3773]	3.0258327E-6	
BCL2L12	BCL2 like 12 [Source:HGNC Symbol;Acc:HGNC:13787]	3.025526E-6	
METTL1	methyltransferase 1, tRNA methylguanosine [Source:HGNC Symbol;Acc:HGNC:7030]	3.0251365E-6	
ZNF350	zinc finger protein 350 [Source:HGNC Symbol;Acc:HGNC:16656]	3.0221718E-6	
SUGCT	succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]	3.0220488E-6	
C1orf54	chromosome 1 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:26258]	3.0211393E-6	
AK6	adenylate kinase 6 [Source:HGNC Symbol;Acc:HGNC:49151]	3.0196531E-6	
MEST	mesoderm specific transcript [Source:HGNC Symbol;Acc:HGNC:7028]	3.019293E-6	
TAFA5	TAFA chemokine like family member 5 [Source:HGNC Symbol;Acc:HGNC:21592]	3.018975E-6	
SNX30	sorting nexin family member 30 [Source:HGNC Symbol;Acc:HGNC:23685]	3.0180588E-6	
DTX1	deltex E3 ubiquitin ligase 1 [Source:HGNC Symbol;Acc:HGNC:3060]	3.0138465E-6	
ARPIN	actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]	3.0138076E-6	
RAB3A	RAB3A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9777]	3.0136202E-6	
RAMACL	RNA guanine-7 methyltransferase activating subunit like [Source:HGNC Symbol;Acc:HGNC:21234]	3.0133344E-6	
ARSB	arylsulfatase B [Source:HGNC Symbol;Acc:HGNC:714]	3.0128838E-6	
STAT4	signal transducer and activator of transcription 4 [Source:HGNC Symbol;Acc:HGNC:11365]	3.0116034E-6	
MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]	3.011577E-6	
LINC01085	long intergenic non-protein coding RNA 1085 [Source:HGNC Symbol;Acc:HGNC:27198]	3.0089595E-6	
KATNA1	katanin catalytic subunit A1 [Source:HGNC Symbol;Acc:HGNC:6216]	3.007453E-6	
ZNF43	zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]	3.0071935E-6	
GIMAP8	GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]	3.0071699E-6	
KIAA0586	KIAA0586 [Source:HGNC Symbol;Acc:HGNC:19960]	3.0070903E-6	
CNOT11	CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217]	3.0030126E-6	
PODXL	podocalyxin like [Source:HGNC Symbol;Acc:HGNC:9171]	3.0026135E-6	
GFPT2	glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]	3.001016E-6	
ZNF721	zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425]	2.9990563E-6	
PAQR4	progestin and adipoQ receptor family member 4 [Source:HGNC Symbol;Acc:HGNC:26386]	2.997649E-6	
MNS1	meiosis specific nuclear structural 1 [Source:HGNC Symbol;Acc:HGNC:29636]	2.996238E-6	
PLCL2	phospholipase C like 2 [Source:HGNC Symbol;Acc:HGNC:9064]	2.9958367E-6	
SPIDR	scaffold protein involved in DNA repair [Source:HGNC Symbol;Acc:HGNC:28971]	2.9949583E-6	
HOXB3	homeobox B3 [Source:HGNC Symbol;Acc:HGNC:5114]	2.9948076E-6	
TCAIM	T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]	2.9932007E-6	
KHDC1-AS1	KHDC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55468]	2.9926878E-6	
NUBPL	NUBP iron-sulfur cluster assembly factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:20278]	2.9917599E-6	
FDXACB1	ferredoxin-fold anticodon binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25110]	2.9917376E-6	
GLE1	GLE1 RNA export mediator [Source:HGNC Symbol;Acc:HGNC:4315]	2.988315E-6	
SMIM3	small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]	2.9836933E-6	
EID3	EP300 interacting inhibitor of differentiation 3 [Source:HGNC Symbol;Acc:HGNC:32961]	2.981673E-6	
DHRS1	dehydrogenase/reductase 1 [Source:HGNC Symbol;Acc:HGNC:16445]	2.9808373E-6	
CTSA	cathepsin A [Source:HGNC Symbol;Acc:HGNC:9251]	2.978359E-6	
ZNF333	zinc finger protein 333 [Source:HGNC Symbol;Acc:HGNC:15624]	2.978322E-6	
FRS3	fibroblast growth factor receptor substrate 3 [Source:HGNC Symbol;Acc:HGNC:16970]	2.9780078E-6	
TSPAN31	tetraspanin 31 [Source:HGNC Symbol;Acc:HGNC:10539]	2.9764951E-6	
CTNNBIP1	catenin beta interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16913]	2.975319E-6	
CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1 [Source:HGNC Symbol;Acc:HGNC:28680]	2.97434E-6	
TRIM44	tripartite motif containing 44 [Source:HGNC Symbol;Acc:HGNC:19016]	2.973765E-6	
RECQL5	RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950]	2.973293E-6	
TM4SF18	transmembrane 4 L six family member 18 [Source:HGNC Symbol;Acc:HGNC:25181]	2.9732703E-6	
MOB3B	MOB kinase activator 3B [Source:HGNC Symbol;Acc:HGNC:23825]	2.9701914E-6	
LRFN3	leucine rich repeat and fibronectin type III domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28370]	2.9689188E-6	
ZNF18	zinc finger protein 18 [Source:HGNC Symbol;Acc:HGNC:12969]	2.9667747E-6	
LRRC49	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]	2.9664438E-6	
ETV4	ETS variant transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3493]	2.958951E-6	
LYL1	LYL1 basic helix-loop-helix family member [Source:HGNC Symbol;Acc:HGNC:6734]	2.9570747E-6	
LCA5L	lebercilin LCA5 like [Source:HGNC Symbol;Acc:HGNC:1255]	2.9542964E-6	
ZNG1B	Zn regulated GTPase metalloprotein activator 1B [Source:HGNC Symbol;Acc:HGNC:17907]	2.9538094E-6	
DBR1	debranching RNA lariats 1 [Source:HGNC Symbol;Acc:HGNC:15594]	2.951646E-6	
LRFN5	leucine rich repeat and fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20360]	2.9497373E-6	
C1QTNF1	C1q and TNF related 1 [Source:HGNC Symbol;Acc:HGNC:14324]	2.9494076E-6	
NIFK-AS1	NIFK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27385]	2.948666E-6	
PDZD7	PDZ domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26257]	2.948007E-6	
PCDHA10	protocadherin alpha 10 [Source:HGNC Symbol;Acc:HGNC:8664]	2.9462283E-6	
CUL4A	cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]	2.945498E-6	
TOMM34	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]	2.9445007E-6	
TBCCD1	TBCC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25546]	2.9440487E-6	
GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:27168]	2.940604E-6	
BTBD8	BTB domain containing 8 [Source:HGNC Symbol;Acc:HGNC:21019]	2.9400785E-6	
AMER1	APC membrane recruitment protein 1 [Source:HGNC Symbol;Acc:HGNC:26837]	2.9393166E-6	
PBX2P1	PBX homeobox 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:8635]	2.938269E-6	
EFNA5	ephrin A5 [Source:HGNC Symbol;Acc:HGNC:3225]	2.938259E-6	
VAMP1	vesicle associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:12642]	2.936878E-6	
EBF2	EBF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:19090]	2.9327437E-6	
FCF1	FCF1 rRNA-processing protein [Source:HGNC Symbol;Acc:HGNC:20220]	2.9327393E-6	
ZC2HC1C	zinc finger C2HC-type containing 1C [Source:HGNC Symbol;Acc:HGNC:20354]	2.931872E-6	
SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2 [Source:HGNC Symbol;Acc:HGNC:11107]	2.931057E-6	
SLC27A1	solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]	2.9287025E-6	
LMNTD2-AS1	LMNTD2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41204]	2.928646E-6	
GDAP2	ganglioside induced differentiation associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18010]	2.9271253E-6	
ZNF589	zinc finger protein 589 [Source:HGNC Symbol;Acc:HGNC:16747]	2.9258485E-6	
TNFRSF14-AS1	TNFRSF14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26966]	2.9257135E-6	
CCNL1	cyclin L1 [Source:HGNC Symbol;Acc:HGNC:20569]	2.9256769E-6	
CYTH4	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]	2.9252446E-6	
HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	2.925066E-6	
SNX7	sorting nexin 7 [Source:HGNC Symbol;Acc:HGNC:14971]	2.925022E-6	
ZMAT2	zinc finger matrin-type 2 [Source:HGNC Symbol;Acc:HGNC:26433]	2.9250116E-6	
BBS7	Bardet-Biedl syndrome 7 [Source:HGNC Symbol;Acc:HGNC:18758]	2.9239638E-6	
CPSF3	cleavage and polyadenylation specific factor 3 [Source:HGNC Symbol;Acc:HGNC:2326]	2.9212672E-6	
CSDE1	cold shock domain containing E1 [Source:HGNC Symbol;Acc:HGNC:29905]	2.921136E-6	
NPIPB2	nuclear pore complex interacting protein family member B2 [Source:HGNC Symbol;Acc:HGNC:37451]	2.9201294E-6	
REST	RE1 silencing transcription factor [Source:HGNC Symbol;Acc:HGNC:9966]	2.9184596E-6	
ZIK1	zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:HGNC:33104]	2.9179273E-6	
ANKH	ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492]	2.915986E-6	
SSBL4P	small RNA binding exonuclease protection factor La like 4, pseudogene [Source:HGNC Symbol;Acc:HGNC:54985]	2.9147711E-6	
ZNF273	zinc finger protein 273 [Source:HGNC Symbol;Acc:HGNC:13067]	2.913925E-6	
PPIC	peptidylprolyl isomerase C [Source:HGNC Symbol;Acc:HGNC:9256]	2.9138018E-6	
C4orf19	chromosome 4 open reading frame 19 [Source:HGNC Symbol;Acc:HGNC:25618]	2.9136766E-6	
PKN1	protein kinase N1 [Source:HGNC Symbol;Acc:HGNC:9405]	2.9133607E-6	
SHLD2	shieldin complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28773]	2.9125233E-6	
CCDC18	coiled-coil domain containing 18 [Source:HGNC Symbol;Acc:HGNC:30370]	2.9112916E-6	
KYAT1	kynurenine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1564]	2.9093978E-6	
EYS	eyes shut homolog [Source:HGNC Symbol;Acc:HGNC:21555]	2.9077485E-6	
PDE4B	phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]	2.907551E-6	
EMSLR	E2F1 mRNA stabilizing lncRNA [Source:HGNC Symbol;Acc:HGNC:54408]	2.9074472E-6	
EWSAT1	Ewing sarcoma associated transcript 1 [Source:HGNC Symbol;Acc:HGNC:26596]	2.9055595E-6	
POU6F1	POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]	2.9039622E-6	
CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	2.903139E-6	
GNA12	G protein subunit alpha 12 [Source:HGNC Symbol;Acc:HGNC:4380]	2.9025882E-6	
UPF3AP2	UPF3A pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:30567]	2.9024998E-6	
ODR4	odr-4 GPCR localization factor homolog [Source:HGNC Symbol;Acc:HGNC:24299]	2.9010919E-6	
PLP1	proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]	2.899741E-6	
SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240]	2.8992974E-6	
ZNF667	zinc finger protein 667 [Source:HGNC Symbol;Acc:HGNC:28854]	2.8986337E-6	
MS4A4A	membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371]	2.898312E-6	
METTL26	methyltransferase like 26 [Source:HGNC Symbol;Acc:HGNC:14141]	2.8980487E-6	
RNF111	ring finger protein 111 [Source:HGNC Symbol;Acc:HGNC:17384]	2.8971558E-6	
PGBD2	piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]	2.8961604E-6	
PITPNC1	phosphatidylinositol transfer protein cytoplasmic 1 [Source:HGNC Symbol;Acc:HGNC:21045]	2.8951188E-6	
H1-2	H1.2 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4716]	2.894941E-6	
TRAPPC4	trafficking protein particle complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:19943]	2.8927739E-6	
ZNF410	zinc finger protein 410 [Source:HGNC Symbol;Acc:HGNC:20144]	2.8905283E-6	
PPIL2	peptidylprolyl isomerase like 2 [Source:HGNC Symbol;Acc:HGNC:9261]	2.8897891E-6	
POLM	DNA polymerase mu [Source:HGNC Symbol;Acc:HGNC:9185]	2.8886184E-6	
EIF3K	eukaryotic translation initiation factor 3 subunit K [Source:HGNC Symbol;Acc:HGNC:24656]	2.8886118E-6	
C20orf204	chromosome 20 open reading frame 204 [Source:HGNC Symbol;Acc:HGNC:27655]	2.8884267E-6	
PRR3	proline rich 3 [Source:HGNC Symbol;Acc:HGNC:21149]	2.888284E-6	
PAN2	poly(A) specific ribonuclease subunit PAN2 [Source:HGNC Symbol;Acc:HGNC:20074]	2.8869763E-6	
CHMP7	charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439]	2.8819006E-6	
GTF2B	general transcription factor IIB [Source:HGNC Symbol;Acc:HGNC:4648]	2.880185E-6	
USP42	ubiquitin specific peptidase 42 [Source:HGNC Symbol;Acc:HGNC:20068]	2.8792933E-6	
PRPSAP1	phosphoribosyl pyrophosphate synthetase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:9466]	2.8789534E-6	
PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1 [Source:HGNC Symbol;Acc:HGNC:30043]	2.8788525E-6	
CATSPER2	cation channel sperm associated 2 [Source:HGNC Symbol;Acc:HGNC:18810]	2.8780194E-6	
REL	REL proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9954]	2.8777813E-6	
OTULIN	OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118]	2.8770278E-6	
PER3	period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]	2.8744655E-6	
UHRF2P1	ubiquitin like with PHD and ring finger domains 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39565]	2.8707002E-6	
ZNF880	zinc finger protein 880 [Source:HGNC Symbol;Acc:HGNC:37249]	2.8706154E-6	
ZNF440	zinc finger protein 440 [Source:HGNC Symbol;Acc:HGNC:20874]	2.869847E-6	
ABCG4	ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]	2.869355E-6	
UBAP2	ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]	2.8682405E-6	
FAXC	failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]	2.8678637E-6	
CAVIN3	caveolae associated protein 3 [Source:HGNC Symbol;Acc:HGNC:9400]	2.866046E-6	
YWHAZP6	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:30849]	2.8640145E-6	
APCDD1	APC down-regulated 1 [Source:HGNC Symbol;Acc:HGNC:15718]	2.8626225E-6	
ABCC6P1	ATP binding cassette subfamily C member 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33352]	2.860993E-6	
FBXO27	F-box protein 27 [Source:HGNC Symbol;Acc:HGNC:18753]	2.8587033E-6	
STOX1	storkhead box 1 [Source:HGNC Symbol;Acc:HGNC:23508]	2.8565705E-6	
TGFBR1	transforming growth factor beta receptor 1 [Source:HGNC Symbol;Acc:HGNC:11772]	2.8543898E-6	
FANCG	FA complementation group G [Source:HGNC Symbol;Acc:HGNC:3588]	2.853745E-6	
PABIR1	PP2A Aalpha (PPP2R1A) and B55A (PPP2R2A) interacting phosphatase regulator 1 [Source:HGNC Symbol;Acc:HGNC:23490]	2.852866E-6	
ZCCHC24	zinc finger CCHC-type containing 24 [Source:HGNC Symbol;Acc:HGNC:26911]	2.8528466E-6	
PBX3	PBX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:8634]	2.8516247E-6	
ZER1	zyg-11 related cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:30960]	2.8494221E-6	
ST3GAL2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]	2.8491227E-6	
POLR2J2	RNA polymerase II subunit J2 [Source:HGNC Symbol;Acc:HGNC:23208]	2.8485363E-6	
ZNF484	zinc finger protein 484 [Source:HGNC Symbol;Acc:HGNC:23385]	2.8472102E-6	
SYNGR3	synaptogyrin 3 [Source:HGNC Symbol;Acc:HGNC:11501]	2.8454724E-6	
MITD1	microtubule interacting and trafficking domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25207]	2.8429472E-6	
AGER	advanced glycosylation end-product specific receptor [Source:HGNC Symbol;Acc:HGNC:320]	2.8394181E-6	
UCK1	uridine-cytidine kinase 1 [Source:HGNC Symbol;Acc:HGNC:14859]	2.83908E-6	
HSD17B11	hydroxysteroid 17-beta dehydrogenase 11 [Source:HGNC Symbol;Acc:HGNC:22960]	2.8375448E-6	
ZBED5-AS1	ZBED5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48646]	2.8365134E-6	
EIF4B	eukaryotic translation initiation factor 4B [Source:HGNC Symbol;Acc:HGNC:3285]	2.83631E-6	
HLCS	holocarboxylase synthetase [Source:HGNC Symbol;Acc:HGNC:4976]	2.8363029E-6	
CTBP2P4	CTBP2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45196]	2.8362774E-6	
LIMD1	LIM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:6612]	2.8350464E-6	
FAM83F	family with sequence similarity 83 member F [Source:HGNC Symbol;Acc:HGNC:25148]	2.830936E-6	
CCDC69	coiled-coil domain containing 69 [Source:HGNC Symbol;Acc:HGNC:24487]	2.8289046E-6	
SLC6A9	solute carrier family 6 member 9 [Source:HGNC Symbol;Acc:HGNC:11056]	2.8280724E-6	
BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	2.8269446E-6	
TMEM130	transmembrane protein 130 [Source:HGNC Symbol;Acc:HGNC:25429]	2.8255836E-6	
SORD	sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]	2.8232982E-6	
STARD7-AS1	STARD7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40827]	2.8216602E-6	
PTPN11P4	PTPN11 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:56468]	2.821523E-6	
UBOX5	U-box domain containing 5 [Source:HGNC Symbol;Acc:HGNC:17777]	2.8200552E-6	
MSL1	MSL complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27905]	2.8200548E-6	
RTTN	rotatin [Source:HGNC Symbol;Acc:HGNC:18654]	2.8193717E-6	
ABRAXAS1P2	ABRAXAS1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:56462]	2.8187046E-6	
MRPL18	mitochondrial ribosomal protein L18 [Source:HGNC Symbol;Acc:HGNC:14477]	2.818448E-6	
GLUD1P3	glutamate dehydrogenase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4338]	2.818153E-6	
C8orf33	chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]	2.8150846E-6	
MRM3	mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]	2.814698E-6	
ANXA2R-OT1	ANXA2R overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:48996]	2.8144093E-6	
SMC5	structural maintenance of chromosomes 5 [Source:HGNC Symbol;Acc:HGNC:20465]	2.8133734E-6	
ASAH2	N-acylsphingosine amidohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:18860]	2.8131335E-6	
UBIAD1	UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]	2.8116767E-6	
MYCBPAP	MYCBP associated protein [Source:HGNC Symbol;Acc:HGNC:19677]	2.8105171E-6	
UFD1	ubiquitin recognition factor in ER associated degradation 1 [Source:HGNC Symbol;Acc:HGNC:12520]	2.8104182E-6	
PLEKHA1	pleckstrin homology domain containing A1 [Source:HGNC Symbol;Acc:HGNC:14335]	2.8094753E-6	
TMEM19	transmembrane protein 19 [Source:HGNC Symbol;Acc:HGNC:25605]	2.8094632E-6	
MRPL47	mitochondrial ribosomal protein L47 [Source:HGNC Symbol;Acc:HGNC:16652]	2.8092957E-6	
KCND1	potassium voltage-gated channel subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:6237]	2.8082095E-6	
SLC4A1APP1	solute carrier family 4 member 1 adaptor protein pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49811]	2.808188E-6	
ANXA9	annexin A9 [Source:HGNC Symbol;Acc:HGNC:547]	2.8048648E-6	
CDK2AP2	cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	2.8046638E-6	
PPIE	peptidylprolyl isomerase E [Source:HGNC Symbol;Acc:HGNC:9258]	2.8010795E-6	
ID1	inhibitor of DNA binding 1 [Source:HGNC Symbol;Acc:HGNC:5360]	2.799902E-6	
DANCR	differentiation antagonizing non-protein coding RNA [Source:HGNC Symbol;Acc:HGNC:28964]	2.7971712E-6	
CLN8-AS1	CLN8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55523]	2.7937208E-6	
SYT9	synaptotagmin 9 [Source:HGNC Symbol;Acc:HGNC:19265]	2.7916337E-6	
CRPPA	CDP-L-ribitol pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:37276]	2.7911303E-6	
ZNF334	zinc finger protein 334 [Source:HGNC Symbol;Acc:HGNC:15806]	2.7903673E-6	
MCM9	minichromosome maintenance 9 homologous recombination repair factor [Source:HGNC Symbol;Acc:HGNC:21484]	2.7889232E-6	
RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	2.7883702E-6	
MIA2	MIA SH3 domain ER export factor 2 [Source:HGNC Symbol;Acc:HGNC:18432]	2.7871624E-6	
HLA-DRB5	major histocompatibility complex, class II, DR beta 5 [Source:HGNC Symbol;Acc:HGNC:4953]	2.7838591E-6	
ISCA1	iron-sulfur cluster assembly 1 [Source:HGNC Symbol;Acc:HGNC:28660]	2.7834567E-6	
UBR1	ubiquitin protein ligase E3 component n-recognin 1 [Source:HGNC Symbol;Acc:HGNC:16808]	2.7822061E-6	
GRHL3	grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]	2.7817196E-6	
COLGALT2	collagen beta(1-O)galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16790]	2.7816857E-6	
TMEM115	transmembrane protein 115 [Source:HGNC Symbol;Acc:HGNC:30055]	2.780728E-6	
AGBL3	AGBL carboxypeptidase 3 [Source:HGNC Symbol;Acc:HGNC:27981]	2.7799988E-6	
HERC3	HECT and RLD domain containing E3 ubiquitin protein ligase 3 [Source:HGNC Symbol;Acc:HGNC:4876]	2.7796307E-6	
NXT2	nuclear transport factor 2 like export factor 2 [Source:HGNC Symbol;Acc:HGNC:18151]	2.7794729E-6	
NPIPB3	nuclear pore complex interacting protein family member B3 [Source:HGNC Symbol;Acc:HGNC:28989]	2.778545E-6	
APPBP2	amyloid beta precursor protein binding protein 2 [Source:HGNC Symbol;Acc:HGNC:622]	2.7783929E-6	
GPRC5D-AS1	GPRC5D and HEBP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53599]	2.7782012E-6	
